property_type,rooms,parking,bathroom,size,region,monthly_rent(RM),Gymnasium,Lift,Minimart,Sauna,Security,Swimming Pool
Service Residence,3.0,2,2,1000.0,Selangor,1100.0,0,0,0,0,0,0
Apartment,3.0,1,2,957.0,Selangor,850.0,0,0,0,0,0,0
Apartment,3.0,2,2,900.0,Selangor,1000.0,0,0,0,0,0,0
Service Residence,2.0,2,2,915.0,Selangor,3000.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1313.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1256.0,Selangor,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1388.0,Selangor,3600.0,0,0,0,1,0,0
Service Residence,1.0,1,2,700.0,Selangor,1250.0,0,0,0,0,0,0
Apartment,3.0,2,2,732.0,Selangor,950.0,0,0,0,0,1,0
Apartment,3.0,2,2,798.0,Selangor,750.0,0,0,0,0,0,0
Condominium,4.0,2,2,1479.0,Selangor,3500.0,0,0,0,0,0,0
Condominium,4.0,1,2,1450.0,Selangor,3000.0,0,0,0,0,1,0
Studio,1.0,1,1,500.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,3.0,2,2,860.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,2,2,807.0,Selangor,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Selangor,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Selangor,1250.0,0,0,0,0,0,0
Condominium,4.0,1,3,1262.0,Selangor,1450.0,0,0,0,1,0,0
Apartment,3.0,1,2,700.0,Selangor,800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1451.0,Selangor,2900.0,0,0,0,0,0,1
Apartment,3.0,1,2,850.0,Selangor,1100.0,0,0,0,0,1,0
Condominium,1.0,1,1,450.0,Selangor,1400.0,0,0,0,0,0,0
Service Residence,3.0,1,2,712.0,Selangor,900.0,0,0,0,0,1,0
Condominium,1.0,1,1,450.0,Selangor,1200.0,0,0,0,0,0,0
Service Residence,1.0,1,1,450.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,1,600.0,Selangor,600.0,0,0,0,0,1,0
Apartment,3.0,2,2,950.0,Selangor,850.0,0,0,0,0,0,0
Apartment,3.0,1,2,912.0,Selangor,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Selangor,850.0,0,0,0,0,0,0
Condominium,3.0,2,2,810.0,Selangor,2500.0,0,0,0,0,0,0
Service Residence,4.0,2,3,1312.0,Selangor,3300.0,0,0,1,0,0,0
Apartment,3.0,1,1,621.0,Selangor,700.0,0,0,0,0,0,0
Apartment,3.0,1,1,722.0,Selangor,700.0,0,0,0,0,0,0
Apartment,3.0,1,1,621.0,Selangor,700.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1108.0,Selangor,2000.0,0,0,0,0,0,0
Condominium,3.0,2,2,818.0,Selangor,1400.0,0,1,0,0,0,0
Service Residence,3.0,1,2,1000.0,Selangor,1700.0,0,0,0,0,0,0
Service Residence,1.0,1,1,650.0,Selangor,1000.0,0,0,0,0,0,1
Apartment,3.0,2,2,780.0,Selangor,800.0,0,0,0,0,0,0
Apartment,2.0,1,1,750.0,Selangor,400.0,0,0,0,0,0,0
Condominium,3.0,1,3,1050.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1050.0,Selangor,1000.0,0,0,0,0,0,0
Service Residence,4.0,1,3,1065.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,1150.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,858.0,Selangor,850.0,0,0,0,0,0,0
Flat,3.0,2,2,650.0,Selangor,830.0,0,0,0,0,0,0
Apartment,3.0,1,2,750.0,Selangor,600.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1011.0,Selangor,1199.0,0,0,1,0,0,0
Service Residence,3.0,2,2,1065.0,Selangor,1350.0,0,0,0,0,0,0
Apartment,3.0,1,2,861.0,Selangor,1100.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,990.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,4.0,2,3,1396.0,Selangor,1650.0,0,0,0,0,0,0
Apartment,3.0,2,2,1000.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,2,3,1044.0,Selangor,1100.0,0,0,0,0,1,0
Condominium,3.0,2,2,860.0,Selangor,1600.0,0,0,0,0,0,0
Apartment,3.0,1,2,660.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1011.0,Selangor,1600.0,0,0,0,0,0,1
Apartment,3.0,2,1,606.0,Selangor,900.0,0,0,0,0,0,0
Apartment,3.0,2,2,860.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Selangor,800.0,0,0,0,0,0,0
Condominium,5.0,1,3,1100.0,Selangor,1150.0,0,0,0,0,0,0
Apartment,3.0,2,2,939.0,Selangor,1000.0,0,0,0,0,0,0
Service Residence,4.0,2,2,1500.0,Selangor,3000.0,0,0,0,0,1,0
Service Residence,3.0,2,2,1052.0,Selangor,1200.0,0,0,1,0,0,0
Apartment,3.0,2,2,850.0,Selangor,1600.0,0,0,0,0,1,0
Studio,1.0,1,1,477.0,Selangor,740.0,1,0,0,0,0,0
Condominium,4.0,1,2,1130.0,Selangor,1450.0,0,0,0,0,0,0
Condominium,3.0,1,2,998.0,Selangor,1250.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Selangor,650.0,0,0,0,0,1,0
Apartment,3.0,1,2,800.0,Selangor,950.0,0,0,0,0,0,0
Condominium,4.0,2,3,1065.0,Selangor,2000.0,1,0,0,0,0,0
Condominium,3.0,2,2,1250.0,Selangor,950.0,0,0,0,0,0,0
Condominium,3.0,2,2,1023.0,Selangor,700.0,0,0,0,0,0,0
Apartment,3.0,1,1,653.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,1022.0,Selangor,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,818.0,Selangor,1400.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Selangor,700.0,0,0,0,0,0,0
Condominium,4.0,2,3,1233.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,883.0,Selangor,850.0,0,0,0,0,0,0
Service Residence,2.0,1,1,650.0,Selangor,1500.0,0,0,0,0,1,0
Condominium,2.0,1,2,780.0,Selangor,2000.0,0,0,0,0,0,0
Condominium,4.0,2,2,1396.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,2,2,958.0,Selangor,2600.0,0,0,0,0,0,0
Service Residence,2.0,2,2,860.0,Selangor,2400.0,0,1,0,0,0,0
Condominium,1.0,1,1,500.0,Selangor,1199.0,0,0,0,0,0,0
Condominium,3.0,2,2,830.0,Selangor,1200.0,1,0,0,0,0,0
Condominium,3.0,2,2,1250.0,Selangor,950.0,0,0,0,0,0,0
Condominium,3.0,2,2,1055.0,Selangor,1500.0,0,0,0,0,0,0
Condominium,3.0,2,3,1000.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,818.0,Selangor,1200.0,0,1,0,0,0,0
Service Residence,2.0,1,1,478.0,Selangor,1300.0,0,0,0,0,1,0
Condominium,2.0,2,2,1250.0,Selangor,1500.0,0,0,0,0,0,0
Service Residence,2.0,1,1,500.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,3,1600.0,Selangor,900.0,0,0,1,0,0,0
Apartment,3.0,1,2,800.0,Selangor,1000.0,0,0,0,0,1,0
Service Residence,2.0,1,1,807.0,Selangor,1400.0,0,0,0,0,0,0
Condominium,3.0,2,2,1390.0,Selangor,2500.0,0,0,0,0,0,0
Apartment,3.0,2,2,900.0,Selangor,1100.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Selangor,800.0,0,0,0,0,0,0
Service Residence,3.0,3,2,1205.0,Selangor,3700.0,0,0,0,0,0,0
Service Residence,3.0,2,2,950.0,Selangor,2800.0,0,0,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,700.0,0,0,0,0,0,0
Flat,3.0,1,1,570.0,Selangor,500.0,0,0,0,0,0,0
Condominium,2.0,1,3,1162.0,Selangor,1800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1098.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,2.0,1,1,517.0,Selangor,500.0,0,0,0,0,0,0
Condominium,3.0,1,2,901.0,Selangor,850.0,1,0,0,0,0,0
Apartment,1.0,1,1,450.0,Selangor,1150.0,0,0,0,0,1,0
Condominium,3.0,2,2,1000.0,Selangor,1800.0,0,0,0,0,1,0
Apartment,3.0,2,2,1000.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,2,2,1000.0,Selangor,2000.0,0,0,0,0,0,0
Condominium,2.0,2,2,795.0,Selangor,2200.0,0,0,0,0,1,0
Condominium,3.0,1,2,850.0,Selangor,850.0,0,0,0,0,0,0
Flat,3.0,1,1,650.0,Selangor,800.0,0,0,0,0,0,0
Condominium,1.0,1,1,650.0,Selangor,850.0,1,0,0,0,0,0
Service Residence,2.0,1,1,650.0,Selangor,3000.0,0,0,0,0,0,1
Service Residence,3.0,1,2,900.0,Selangor,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Selangor,900.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1000.0,Selangor,2100.0,0,0,0,0,0,0
Condominium,3.0,2,2,1000.0,Selangor,1600.0,0,0,1,0,0,0
Apartment,3.0,1,2,1044.0,Selangor,1250.0,0,0,0,0,0,0
Condominium,3.0,1,2,1468.0,Selangor,1700.0,1,0,0,0,0,0
Service Residence,1.0,1,1,551.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,2.0,1,2,1206.0,Selangor,2200.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Selangor,1850.0,0,0,0,0,0,0
Condominium,3.0,2,2,1052.0,Selangor,2800.0,0,0,1,0,0,0
Apartment,3.0,1,2,854.0,Selangor,549.0,0,0,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Selangor,1500.0,0,1,0,0,0,0
Service Residence,2.0,1,1,690.0,Selangor,1200.0,0,0,0,0,1,0
Flat,4.0,1,2,650.0,Selangor,300.0,0,0,0,0,0,0
Condominium,3.0,2,2,935.0,Selangor,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,950.0,Selangor,1100.0,0,0,0,0,0,0
Apartment,3.0,1,2,750.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,2,2,915.0,Selangor,1800.0,0,0,0,0,0,0
Apartment,1.0,1,1,500.0,Selangor,1050.0,0,0,0,0,0,0
Condominium,3.0,2,2,978.0,Selangor,1700.0,0,1,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,850.0,0,0,0,0,0,0
Condominium,3.0,2,2,1398.0,Selangor,2500.0,0,0,0,0,0,0
Condominium,2.0,1,1,590.0,Selangor,1300.0,0,0,0,0,0,0
Apartment,3.0,2,2,1000.0,Selangor,1099.0,0,0,1,0,0,0
Service Residence,3.0,1,2,970.0,Selangor,1150.0,0,0,0,0,0,0
Condominium,2.0,1,1,590.0,Selangor,1300.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1263.0,Selangor,1750.0,0,0,0,0,0,0
Service Residence,1.0,1,1,732.0,Selangor,1650.0,1,0,0,0,0,0
Service Residence,3.0,1,2,970.0,Selangor,1300.0,0,0,0,0,0,0
Apartment,3.0,1,2,736.0,Selangor,930.0,0,0,0,0,0,1
Service Residence,1.0,1,1,732.0,Selangor,1650.0,1,0,0,0,0,0
Apartment,3.0,1,2,750.0,Selangor,750.0,0,0,0,0,0,0
Service Residence,2.0,1,2,818.0,Selangor,2600.0,0,0,0,0,1,0
Service Residence,2.0,1,2,752.0,Selangor,1200.0,0,0,0,0,1,0
Apartment,3.0,1,2,650.0,Selangor,700.0,0,0,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1500.0,0,0,0,0,0,0
Flat,3.0,1,2,680.0,Selangor,680.0,0,0,0,0,0,0
Condominium,3.0,2,2,1010.0,Selangor,1500.0,0,1,0,0,0,0
Service Residence,4.0,1,2,1089.0,Selangor,1399.0,0,0,1,0,0,0
Condominium,3.0,2,2,915.0,Selangor,1600.0,0,0,0,0,1,0
Service Residence,4.0,2,2,859.0,Selangor,1600.0,0,0,0,0,1,0
Service Residence,2.0,1,2,985.0,Selangor,2800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1200.0,Selangor,1500.0,0,0,0,0,0,0
Condominium,4.0,2,2,1300.0,Selangor,2100.0,0,0,0,0,0,0
Condominium,3.0,2,2,968.0,Selangor,3200.0,0,0,0,0,0,1
Apartment,3.0,2,2,1000.0,Selangor,1300.0,0,0,1,0,0,0
Flat,3.0,1,1,650.0,Selangor,750.0,0,1,0,0,0,0
Service Residence,4.0,2,2,1228.0,Selangor,1600.0,1,0,0,0,0,0
Condominium,3.0,1,2,850.0,Selangor,1300.0,0,0,0,0,0,1
Condominium,3.0,2,2,1010.0,Selangor,1799.0,0,0,0,0,0,0
Service Residence,2.0,1,2,800.0,Selangor,1800.0,0,0,0,0,0,0
Condominium,3.0,2,2,851.0,Selangor,2800.0,1,0,0,0,0,0
Service Residence,1.0,1,1,460.0,Selangor,1500.0,0,0,0,0,0,0
Service Residence,1.0,1,1,450.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,2,2,1157.0,Selangor,4500.0,1,0,0,0,0,0
Apartment,3.0,2,2,944.0,Selangor,1500.0,0,0,0,0,0,0
Condominium,2.0,2,2,925.0,Selangor,2800.0,0,0,0,1,0,0
Service Residence,3.0,2,2,1100.0,Selangor,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,1100.0,Selangor,1100.0,0,0,0,0,0,0
Condominium,3.0,2,2,1119.0,Selangor,1800.0,0,0,0,0,0,0
Flat,3.0,1,1,650.0,Selangor,900.0,0,0,0,0,0,0
Apartment,2.0,1,2,789.0,Selangor,1600.0,1,0,0,0,0,0
Apartment,3.0,1,2,650.0,Selangor,350.0,0,0,0,0,0,0
Service Residence,4.0,1,3,1065.0,Selangor,1700.0,0,0,0,0,0,1
Apartment,3.0,2,2,950.0,Selangor,1500.0,0,0,0,0,0,0
Service Residence,3.0,1,2,842.0,Selangor,1199.0,0,0,0,0,0,0
Service Residence,1.0,1,1,504.0,Selangor,1000.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Selangor,750.0,0,0,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1100.0,0,0,0,0,0,0
Condominium,3.0,1,2,1050.0,Selangor,2000.0,0,0,0,0,0,0
Condominium,3.0,2,2,1025.0,Selangor,2300.0,1,0,0,0,0,0
Service Residence,1.0,1,1,301.0,Selangor,1200.0,0,0,0,0,1,0
Condominium,3.0,1,2,870.0,Selangor,1199.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Selangor,900.0,0,0,0,0,0,0
Condominium,3.0,1,2,1011.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,936.0,Selangor,1500.0,0,0,0,0,0,0
Apartment,3.0,2,2,1050.0,Selangor,1000.0,0,0,0,0,0,0
Apartment,2.0,1,2,430.0,Selangor,900.0,0,0,0,0,0,0
Apartment,3.0,1,2,650.0,Selangor,550.0,0,0,0,0,0,0
Condominium,2.0,1,2,908.0,Selangor,1000.0,0,0,0,0,0,0
Service Residence,4.0,1,3,1065.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,1,2,850.0,Selangor,1300.0,0,0,1,0,0,0
Condominium,3.0,1,2,850.0,Selangor,1200.0,0,0,0,0,0,0
Service Residence,2.0,2,2,881.0,Selangor,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Selangor,1500.0,0,0,0,0,0,0
Flat,3.0,1,1,710.0,Selangor,850.0,0,0,0,0,0,1
Service Residence,3.0,1,2,1215.0,Selangor,3990.0,0,0,0,0,0,0
Apartment,3.0,1,2,1066.0,Selangor,1100.0,0,0,0,0,0,0
Condominium,3.0,2,2,1164.0,Selangor,1380.0,0,0,0,0,0,0
Apartment,3.0,1,2,1100.0,Selangor,1400.0,0,0,0,0,0,0
Apartment,3.0,2,2,850.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,3.0,1,2,1023.0,Selangor,2000.0,0,0,0,0,0,0
Flat,2.0,1,1,603.0,Selangor,400.0,0,0,0,0,0,0
Condominium,4.0,2,4,1927.0,Selangor,4500.0,0,0,0,0,0,1
Apartment,3.0,2,2,1050.0,Selangor,1250.0,0,0,0,0,0,0
Apartment,4.0,1,3,1593.0,Selangor,1500.0,0,0,0,0,0,0
Flat,3.0,1,2,667.0,Selangor,550.0,0,0,0,0,0,0
Service Residence,3.0,1,2,850.0,Selangor,1500.0,0,0,0,0,0,0
Condominium,3.0,2,2,860.0,Selangor,850.0,0,0,0,0,0,0
Apartment,3.0,1,2,900.0,Selangor,1600.0,0,0,0,0,1,0
Flat,2.0,1,1,603.0,Selangor,45000.0,0,0,0,0,0,0
Service Residence,3.0,2,2,890.0,Selangor,1600.0,0,1,0,0,0,0
Service Residence,1.0,1,1,575.0,Selangor,1300.0,0,0,0,0,0,0
Flat,2.0,1,1,602.0,Selangor,400.0,0,0,0,0,0,0
Condominium,4.0,1,3,1714.0,Selangor,2300.0,0,0,0,0,0,0
Apartment,3.0,1,2,657.0,Selangor,550.0,0,0,0,0,0,0
Apartment,3.0,2,2,900.0,Selangor,950.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Selangor,1300.0,0,0,0,0,1,0
Condominium,2.0,2,1,703.0,Selangor,2800.0,0,0,0,0,0,0
Condominium,3.0,1,2,1200.0,Selangor,1550.0,0,0,0,0,0,0
Condominium,3.0,1,2,1080.0,Selangor,1300.0,0,0,0,0,0,0
Flat,2.0,1,1,600.0,Selangor,800.0,0,0,0,0,0,0
Apartment,2.0,2,2,1063.0,Selangor,850.0,0,0,0,0,1,0
Condominium,3.0,1,2,901.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,1.0,1,1,550.0,Selangor,1400.0,0,0,0,0,0,0
Service Residence,1.0,1,1,570.0,Selangor,1200.0,0,0,0,0,0,1
Condominium,3.0,2,2,1101.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,1023.0,Selangor,1000.0,0,0,0,0,1,0
Condominium,3.0,1,2,1101.0,Selangor,1200.0,0,0,0,0,0,0
Service Residence,2.0,1,2,650.0,Selangor,2200.0,1,0,0,0,0,0
Condominium,3.0,1,2,870.0,Selangor,1700.0,0,0,1,0,0,0
Apartment,3.0,1,2,850.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1250.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,1.0,1,1,500.0,Selangor,1100.0,0,0,0,0,0,0
Condominium,3.0,2,2,1305.0,Selangor,1550.0,0,0,0,0,0,0
Apartment,2.0,1,2,435.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,3.0,1,2,991.0,Selangor,1700.0,0,0,1,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1049.0,0,0,0,0,0,0
Service Residence,1.0,1,1,650.0,Selangor,1600.0,0,0,0,0,0,0
Condominium,3.0,2,2,1003.0,Selangor,1600.0,0,0,0,0,1,0
Service Residence,4.0,3,2,859.0,Selangor,2800.0,0,0,0,0,0,0
Condominium,3.0,1,2,1101.0,Selangor,1000.0,0,0,0,0,1,0
Condominium,4.0,2,2,1400.0,Selangor,1400.0,0,0,0,0,0,0
Condominium,3.0,1,2,1202.0,Selangor,1300.0,0,0,0,0,0,0
Apartment,3.0,1,1,750.0,Selangor,800.0,0,0,0,0,0,0
Apartment,3.0,1,2,850.0,Selangor,1150.0,0,0,0,0,0,0
Service Residence,1.0,1,1,500.0,Selangor,1200.0,0,0,0,0,0,0
Service Residence,3.0,2,2,850.0,Selangor,1700.0,0,0,0,0,0,0
Service Residence,3.0,1,2,815.0,Selangor,2500.0,0,0,0,0,0,0
Service Residence,2.0,1,2,800.0,Selangor,1650.0,0,0,0,0,0,0
Service Residence,1.0,1,2,600.0,Selangor,900.0,0,0,1,0,0,0
Service Residence,1.0,1,1,600.0,Selangor,950.0,0,0,0,0,1,0
Service Residence,2.0,1,2,840.0,Selangor,1700.0,0,0,0,0,0,0
Apartment,3.0,1,2,500.0,Selangor,1200.0,0,0,1,0,0,0
Condominium,1.0,1,1,450.0,Selangor,700.0,0,0,0,0,0,0
Flat,2.0,2,1,500.0,Selangor,430.0,0,0,0,0,0,0
Service Residence,2.0,1,2,880.0,Selangor,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,776.0,Selangor,800.0,0,0,0,0,1,0
Condominium,5.0,1,3,1050.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,2,2,900.0,Selangor,1200.0,0,0,1,0,0,0
Apartment,3.0,1,2,905.0,Selangor,950.0,0,0,0,0,0,0
Apartment,3.0,1,2,764.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Selangor,780.0,0,0,0,0,0,0
Apartment,3.0,1,2,750.0,Selangor,900.0,0,0,0,0,1,0
Flat,3.0,2,2,1000.0,Selangor,500.0,0,0,0,0,0,0
Condominium,3.0,1,2,1020.0,Selangor,1100.0,0,0,0,0,0,1
Service Residence,2.0,1,1,850.0,Selangor,1400.0,0,0,0,0,0,0
Service Residence,2.0,1,1,450.0,Selangor,450.0,0,0,0,1,0,0
Service Residence,2.0,1,1,450.0,Selangor,290.0,0,0,0,1,0,0
Apartment,3.0,1,1,750.0,Selangor,1100.0,0,0,0,0,0,0
Condominium,4.0,2,2,1300.0,Selangor,2000.0,0,0,0,0,0,0
Apartment,3.0,1,2,750.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,1,678.0,Selangor,650.0,0,0,0,0,0,0
Flat,3.0,1,2,650.0,Selangor,700.0,0,0,1,0,0,0
Condominium,3.0,1,2,900.0,Selangor,1400.0,0,0,0,0,0,0
Apartment,3.0,1,1,815.0,Selangor,1050.0,0,0,0,0,0,0
Condominium,3.0,1,2,1000.0,Selangor,1800.0,0,0,1,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,1000.0,Selangor,1300.0,0,0,0,0,1,0
Condominium,1.0,1,1,500.0,Selangor,999.0,0,0,0,0,0,0
Service Residence,1.0,1,1,454.0,Selangor,950.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1260.0,Selangor,2500.0,0,0,0,0,0,0
Apartment,3.0,3,2,800.0,Selangor,400.0,0,0,0,0,0,0
Condominium,2.0,1,1,600.0,Selangor,1200.0,0,0,0,0,0,0
Apartment,3.0,1,2,800.0,Selangor,900.0,0,1,0,0,0,0
Apartment,3.0,1,2,850.0,Selangor,850.0,0,0,0,0,0,0
Apartment,2.0,2,2,780.0,Selangor,1800.0,0,0,0,0,0,0
Condominium,2.0,1,1,450.0,Selangor,950.0,0,0,0,0,0,0
Apartment,3.0,2,2,1000.0,Selangor,1198.0,0,0,0,0,0,0
Condominium,1.0,1,1,450.0,Selangor,1000.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1151.0,Selangor,1800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1010.0,Selangor,1700.0,0,0,0,0,0,0
Service Residence,1.0,1,1,450.0,Selangor,1099.0,0,0,0,0,0,0
Condominium,1.0,1,1,550.0,Selangor,1800.0,0,0,0,0,1,0
Condominium,3.0,1,2,1000.0,Selangor,1350.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1257.0,Selangor,1800.0,0,0,0,0,0,0
Service Residence,2.0,4,1,818.0,Selangor,1500.0,0,0,0,0,1,0
Service Residence,3.0,1,2,842.0,Selangor,1100.0,0,0,1,0,0,0
Service Residence,3.0,2,2,1260.0,Selangor,2500.0,0,0,0,0,0,0
Condominium,3.0,2,2,895.0,Selangor,1100.0,0,0,0,0,0,0
Service Residence,3.0,1,2,1260.0,Selangor,2500.0,0,0,0,0,0,0
Service Residence,3.0,2,2,1065.0,Selangor,1300.0,1,0,0,0,0,0
Service Residence,1.0,1,1,650.0,Selangor,1100.0,0,0,0,0,1,0
Apartment,3.0,1,2,1076.0,Selangor,1300.0,0,0,0,0,0,0
Condominium,3.0,2,2,975.0,Selangor,1600.0,0,0,0,0,1,0
Apartment,3.0,2,2,800.0,Selangor,950.0,0,0,0,0,0,0
Condominium,3.0,1,2,861.0,Selangor,1350.0,0,0,1,0,0,0
Service Residence,2.0,1,1,450.0,Selangor,1200.0,0,0,0,0,1,0
Service Residence,2.0,1,1,527.0,Selangor,1500.0,0,0,0,0,1,0
Service Residence,1.0,1,1,486.0,Selangor,1399.0,0,0,0,0,0,0
Condominium,3.0,2,2,898.0,Selangor,800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1025.0,Selangor,1700.0,0,0,0,0,1,0
Condominium,1.0,1,1,450.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,1012.0,Selangor,1000.0,0,0,0,0,1,0
Service Residence,1.0,2,1,880.0,Selangor,910.0,1,0,0,0,0,0
Condominium,4.0,1,3,1055.0,Selangor,1200.0,0,0,0,0,0,0
Condominium,3.0,1,2,800.0,Selangor,1200.0,0,0,0,0,0,0
Service Residence,1.0,1,1,752.0,Selangor,1300.0,0,0,0,0,0,0
Duplex,1.0,1,2,850.0,Selangor,1500.0,0,0,0,0,1,0
Condominium,2.0,1,2,900.0,Selangor,550.0,0,0,1,0,0,0
Others,3.0,1,2,1100.0,Selangor,1500.0,0,0,0,0,0,0
Condominium,4.0,1,3,1055.0,Selangor,1200.0,0,0,1,0,0,0
Condominium,3.0,2,3,1082.0,Selangor,1200.0,0,0,0,0,0,1
Apartment,3.0,2,2,1000.0,Selangor,1100.0,0,0,0,0,0,0
Service Residence,2.0,1,2,700.0,Selangor,1300.0,0,0,0,0,1,0
Service Residence,1.0,1,2,737.0,Selangor,1500.0,0,0,0,0,0,0
Service Residence,1.0,1,1,500.0,Selangor,1000.0,0,0,0,0,0,0
Condominium,3.0,2,2,1023.0,Selangor,700.0,0,0,0,0,0,0
Condominium,3.0,2,2,1022.0,Selangor,800.0,0,0,0,0,0,0
Condominium,3.0,2,2,1250.0,Selangor,950.0,0,0,0,0,0,0
Studio,1.0,1,1,450.0,Selangor,850.0,0,0,0,0,0,0
Condominium,3.0,2,2,1056.0,Selangor,900.0,0,0,0,0,0,0
Condominium,1.0,1,1,680.0,Selangor,1750.0,0,0,0,0,1,0
Condominium,3.0,2,2,1288.0,Selangor,900.0,0,0,0,0,0,1
Apartment,3.0,1,2,700.0,Selangor,850.0,0,0,0,0,0,0
Apartment,3.0,1,2,1038.0,Selangor,1800.0,0,0,0,0,0,1
Apartment,3.0,2,2,1000.0,Selangor,1300.0,0,0,0,0,1,0
Service Residence,2.0,1,2,750.0,Selangor,1150.0,0,0,1,0,0,0
Condominium,3.0,2,2,850.0,Selangor,1300.0,0,1,0,0,0,0
Condominium,3.0,1,2,1000.0,Selangor,1100.0,0,0,0,0,0,1
Condominium,3.0,2,2,1010.0,Selangor,1700.0,0,0,0,0,0,0
Condominium,3.0,1,2,1050.0,Selangor,1700.0,1,0,0,0,0,0
Service Residence,3.0,2,2,1010.0,Selangor,1299.0,0,0,0,0,0,0
Studio,2.0,1,1,500.0,Selangor,1100.0,0,0,0,0,0,0
Service Residence,3.0,1,2,969.0,Selangor,1500.0,0,0,0,0,0,0
