,Unnamed: 0,prop_name,location,property_type,rooms,parking,bathroom,size,furnished,region,monthly_rent(RM),Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,unknown, Club house, Gymnasium, Jogging Track, Lift, Minimart, Multipurpose hall, Parking, Playground, Sauna, Security, Squash Court, Swimming Pool, Tennis Court, Barbeque area, 11,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine
1929,1929,unknown,Kuala Lumpur - Cheras,Condominium,2,0,2,840 sq.ft.,Partially Furnished,Kuala Lumpur,2400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1930,Sentul Point Suite Apartment,Kuala Lumpur - Sentul,Apartment,3,1,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1931,1931,Residensi KepongMas,Kuala Lumpur - Kepong,Apartment,3,1,2,805 sq.ft.,Not Furnished,Kuala Lumpur,1100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1932,1932,Berlian Residence @ Setapak,Kuala Lumpur - Setapak,Condominium,3,1,2,900 sq.ft.,Not Furnished,Kuala Lumpur,1500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,1933,Scarletz,Kuala Lumpur - KLCC,Service Residence,1,0,1,300 sq.ft.,Fully Furnished,Kuala Lumpur,2200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1934,1934,Legasi Kampong Bharu,Kuala Lumpur - KL City,Condominium,3,0,2,950 sq.ft.,Fully Furnished,Kuala Lumpur,3200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1935,1935,Danau Kota Suite Apartments,Kuala Lumpur - Setapak,Condominium,3,1,2,969 sq.ft.,Partially Furnished,Kuala Lumpur,1550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,1936,M Centura,Kuala Lumpur - Sentul,Service Residence,2,1,1,650 sq.ft.,Fully Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,1937,Infiniti Residences @ Wangsa Maju,Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,1100 sq.ft.,Fully Furnished,Kuala Lumpur,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,1938,Kepong Sentral Condominium,Kuala Lumpur - Kepong,Condominium,3,1,2,962 sq.ft.,Not Furnished,Kuala Lumpur,1100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1939,Delima J Apartment,Kuala Lumpur - Desa Pandan,Apartment,3,0,2,1000 sq.ft.,Fully Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1940,1940,Kiara Ville,Kuala Lumpur - Mont Kiara,Condominium,4,2,3,1593 sq.ft.,Fully Furnished,Kuala Lumpur,6000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1941,1941,Pangsapuri Jati Selatan,Kuala Lumpur - Desa Petaling,Apartment,3,1,2,950 sq.ft.,Partially Furnished,Kuala Lumpur,850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1942,1942,Seksyen 1 Wangsa Maju Flat,Kuala Lumpur - Wangsa Maju,Flat,2,0,1,550 sq.ft.,Not Furnished,Kuala Lumpur,800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1943,1943,"Fera Residence @ The Quartz, Wangsa Maju",Kuala Lumpur - Wangsa Maju,Service Residence,3,1,2,688 sq.ft.,Partially Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1944,1944,Setia SKY Residences,Kuala Lumpur - KLCC,Condominium,3,1,3,1050 sq.ft.,Fully Furnished,Kuala Lumpur,3300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1945,1945,THE FENNEL AT SENTUL EAST,Kuala Lumpur - Sentul,Condominium,3,1,3,1250 sq.ft.,Fully Furnished,Kuala Lumpur,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,1946,Anjung Hijau,Kuala Lumpur - Bukit Jalil,Condominium,3,0,2,1100 sq.ft.,Fully Furnished,Kuala Lumpur,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1947,1947,Teratai Mewah Apartment,Kuala Lumpur - Setapak,Apartment,3,1,1,657 sq.ft.,Partially Furnished,Kuala Lumpur,900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1948,1948,Savio Riana Dutamas Residence,Kuala Lumpur - Segambut,Service Residence,2,0,2,800 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1949,1949,Dahlia Apartment,Kuala Lumpur - Pandan Indah,Duplex,3,0,2,850 sq.ft.,Not Furnished,Kuala Lumpur,1100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1950,1950,The Park Sky Residence @ Bukit Jalil City,Kuala Lumpur - Bukit Jalil,Service Residence,2,0,2,954 sq.ft.,Fully Furnished,Kuala Lumpur,2500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1951,1951,Pearl Suria,Kuala Lumpur - Old Klang Road,Condominium,3,2,2,1112 sq.ft.,Fully Furnished,Kuala Lumpur,2600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1952,1952,PV9 Residences @ Taman Melati,Kuala Lumpur - Setapak,Service Residence,3,2,2,1000 sq.ft.,Partially Furnished,Kuala Lumpur,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1953,1953,Bayu Tasik 2,Kuala Lumpur - Cheras,Condominium,3,1,2,924 sq.ft.,Partially Furnished,Kuala Lumpur,1450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1954,1954,PV9 Residences @ Taman Melati,Kuala Lumpur - Setapak,Service Residence,3,2,2,1000 sq.ft.,Partially Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1955,1955,Residensi Platinum Teratai,Kuala Lumpur - Setapak,Condominium,3,2,2,928 sq.ft.,Partially Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1956,PV9 Residences @ Taman Melati,Kuala Lumpur - Setapak,Condominium,3,1,2,850 sq.ft.,Fully Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1957,1957,Majestic Maxim,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Partially Furnished,Kuala Lumpur,1200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1958,1958,Connaught Avenue,Kuala Lumpur - Cheras,Service Residence,3,0,2,950 sq.ft.,Fully Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1959,1959,Seasons Garden Residences @ Wangsa Maju,Kuala Lumpur - Wangsa Maju,Condominium,3,2,2,770 sq.ft.,Partially Furnished,Kuala Lumpur,1450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,1960,Paraiso @ The Earth Bukit Jalil,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1101 sq.ft.,Fully Furnished,Kuala Lumpur,2400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1961,"Sky Awani Residensi, Sentul",Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1962,1962,unknown,Kuala Lumpur - Mont Kiara,Service Residence,2,1,1,688 sq.ft.,Fully Furnished,Kuala Lumpur,3500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1963,1963,Majestic Maxim,Kuala Lumpur - Cheras,Service Residence,3,1,2,820 sq.ft.,Partially Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1964,1964,Residensi Vista Wirajaya,Kuala Lumpur - Setapak,Apartment,3,0,2,900 sq.ft.,Partially Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1965,1965,Pangsapuri Cemara (Cheras),Kuala Lumpur - Cheras,Apartment,3,1,2,780 sq.ft.,Partially Furnished,Kuala Lumpur,1150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1966,1966,WALTZ RESIDENCES,Kuala Lumpur - Kuchai Lama,Condominium,4,2,4,1250 sq.ft.,Partially Furnished,Kuala Lumpur,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,1967,Trinity Aquata,Kuala Lumpur - Sungai Besi,Condominium,3,2,2,839 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1968,1968,Tasikmas,Kuala Lumpur - Bandar Tasik Selatan,Apartment,3,1,2,805 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1969,1969,Expressionz Professional Suites,Kuala Lumpur - KL City,Service Residence,1,1,1,500 sq.ft.,Fully Furnished,Kuala Lumpur,1900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1970,1970,Agile Mont Kiara,Kuala Lumpur - Mont Kiara,Condominium,5,2,4,2056 sq.ft.,Fully Furnished,Kuala Lumpur,9000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1971,1971,Villa Wangsamas,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,800 sq.ft.,Not Furnished,Kuala Lumpur,1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1972,1972,Damai Residence @ Sungai Besi,Kuala Lumpur - KL City,Service Residence,2,1,2,695 sq.ft.,Fully Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1973,1973,Seksyen 1 Wangsa Maju Flat,Kuala Lumpur - Wangsa Maju,Flat,2,0,1,650 sq.ft.,Partially Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,1974,Sri Suajaya Condominiums,Kuala Lumpur - Sentul,Condominium,3,1,2,976 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1975,1975,Residensi Pandanmas 2,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,900 sq.ft.,Not Furnished,Kuala Lumpur,1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,1976,The Hamstead,Kuala Lumpur - Cheras,Condominium,3,2,2,947 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1977,1977,Suria Setapak Shop Apartment,Kuala Lumpur - Setapak,Apartment,2,0,1,651 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,1978,unknown,Kuala Lumpur - Mont Kiara,Condominium,4,2,4,1605 sq.ft.,Fully Furnished,Kuala Lumpur,4200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1979,1979,Arte Plus Jalan Ampang,Kuala Lumpur - Ampang,Service Residence,2,1,2,800 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1980,1980,Sri Pelangi (Jalan Genting Kelang),Kuala Lumpur - Setapak,Condominium,3,1,2,927 sq.ft.,Partially Furnished,Kuala Lumpur,1100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,1981,Menara Menjalara,Kuala Lumpur - Bandar Menjalara,Condominium,2,1,2,1000 sq.ft.,Not Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1982,1982,Chymes @ Gurney,Kuala Lumpur - Keramat,Condominium,2,0,2,995 sq.ft.,Fully Furnished,Kuala Lumpur,2800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1983,1983,Putra Villa,Kuala Lumpur - Setapak,Condominium,3,1,2,1125 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1984,1984,The Orion,Kuala Lumpur - City Centre,Condominium,3,3,3,1323 sq.ft.,Fully Furnished,Kuala Lumpur,2800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1985,1985,Residensi Alam Damai (PR1MA @ Alam Damai),Kuala Lumpur - Cheras,Apartment,3,2,2,1000 sq.ft.,Partially Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1986,1986,Setia SKY Residences,Kuala Lumpur - KLCC,Condominium,4,2,3,1200 sq.ft.,Fully Furnished,Kuala Lumpur,4000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1987,1987,Southbank Residence,Kuala Lumpur - Old Klang Road,Service Residence,2,1,2,798 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1988,1988,Danau Permai,Kuala Lumpur - Taman Desa,Condominium,3,0,2,920 sq.ft.,Fully Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1989,Axis Residence,Kuala Lumpur - Ampang,Service Residence,2,1,1,540 sq.ft.,Fully Furnished,Kuala Lumpur,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1990,1990,Lakeville Residence,Kuala Lumpur - Jalan Ipoh,Condominium,3,0,2,977 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1991,1991,Vista Tasik,Kuala Lumpur - Cheras,Condominium,3,1,2,1200 sq.ft.,Partially Furnished,Kuala Lumpur,2250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1992,1992,"Sri Ampang Hilir, Desa Pandan",Kuala Lumpur - Desa Pandan,Condominium,3,1,2,1200 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1993,1993,Platinum Teratai Residence,Kuala Lumpur - Setapak,Service Residence,3,1,2,928 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1994,1994,Seksyen 2 Wangsa Maju Flat Block D,Kuala Lumpur - Wangsa Maju,Flat,2,0,1,870 sq.ft.,Partially Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1995,1995,Taman Bukit Anggerik,Kuala Lumpur - Cheras,Apartment,2,0,1,600 sq.ft.,Not Furnished,Kuala Lumpur,600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,1996,Elena Apartment,Kuala Lumpur - Desa Pandan,Apartment,3,0,2,700 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1997,Legasi Kampong Bharu,Kuala Lumpur - KL City,Apartment,3,0,2,800 sq.ft.,Partially Furnished,Kuala Lumpur,2200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1998,1998,Parc 3,Kuala Lumpur - Cheras,Service Residence,2,1,2,750 sq.ft.,Fully Furnished,Kuala Lumpur,2400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1999,Putra Villa,Kuala Lumpur - Setapak,Condominium,3,0,2,1100 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,2000,Infiniti 3 Residences,Kuala Lumpur - Wangsa Maju,Service Residence,5,1,5,2266 sq.ft.,Partially Furnished,Kuala Lumpur,5200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2001,2001,Langkawi Apartment,Kuala Lumpur - Setapak,Apartment,3,1,2,900 sq.ft.,Partially Furnished,Kuala Lumpur,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2002,2002,Majestic Maxim,Kuala Lumpur - Cheras,Service Residence,3,1,2,819 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2003,2003,Residensi Pandanmas 2,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2004,2004,Sri Kota,Kuala Lumpur - Brickfields,Flat,2,0,1,650 sq.ft.,Not Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2005,2005,OHako,Kuala Lumpur - Puchong,Condominium,3,2,2,1002 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2006,38 Bidara,Kuala Lumpur - KLCC,Condominium,2,0,2,710 sq.ft.,Fully Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2007,Villa Wangsamas,Kuala Lumpur - Wangsa Maju,Condominium,3,0,3,1267 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2008,2008,Villa Wangsamas,Kuala Lumpur - Wangsa Maju,Condominium,3,0,3,1267 sq.ft.,Partially Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009,2009,Dorsett Residences Sri Hartamas,Kuala Lumpur - Sri Hartamas,Service Residence,1,1,1,560 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2010,Laman Damai,Kuala Lumpur - Kepong,Apartment,3,0,2,650 sq.ft.,Not Furnished,Kuala Lumpur,750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2011,2011,pelangi condominium,Kuala Lumpur - Sentul,Condominium,3,0,2,1223 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012,2012,Aster Green Residence,Kuala Lumpur - Sri Petaling,Service Residence,3,0,2,900 sq.ft.,Partially Furnished,Kuala Lumpur,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2013,Plaza Damas,Kuala Lumpur - Sri Hartamas,Service Residence,1,0,1,500 sq.ft.,Fully Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,2014,"The Park 2, Pavilion Bukit Jalil",Kuala Lumpur - Bukit Jalil,Service Residence,2,0,1,750 sq.ft.,Partially Furnished,Kuala Lumpur,2350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2015,2015,M Centura,Kuala Lumpur - Sentul,Service Residence,2,1,1,646 sq.ft.,Not Furnished,Kuala Lumpur,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2016,Mont Kiara Pines Condominium,Kuala Lumpur - Mont Kiara,Condominium,3,1,2,1292 sq.ft.,Fully Furnished,Kuala Lumpur,2600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2017,2017,Putra Suria Residence,Kuala Lumpur - Cheras,Condominium,3,1,2,750 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2018,2018,Kelumpuk Pinang,Kuala Lumpur - Setiawangsa,Flat,2,0,1,650 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
