,Unnamed: 0,prop_name,location,property_type,rooms,parking,bathroom,size,furnished,region,monthly_rent(RM),Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,unknown, Club house, Gymnasium, Jogging Track, Lift, Minimart, Multipurpose hall, Parking, Playground, Sauna, Security, Squash Court, Swimming Pool, Tennis Court, Barbeque area, 11,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine
9899,9899,Cheras Ria,Kuala Lumpur - Cheras,Flat,3,0,1,570 sq.ft.,Not Furnished,Kuala Lumpur,750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,9900,Viva Residency,Kuala Lumpur - Jalan Ipoh,Condominium,2,1,2,840 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9901,9901,PV9 Residences @ Taman Melati,Kuala Lumpur - Setapak,Service Residence,3,1,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9902,9902,Casa Kiara 2,Kuala Lumpur - Mont Kiara,Condominium,3,2,3,1574 sq.ft.,Fully Furnished,Kuala Lumpur,3900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9903,9903,Platinum Splendor Residensi Semarak,Kuala Lumpur - Keramat,Condominium,3,2,2,936 sq.ft.,Not Furnished,Kuala Lumpur,1200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,9904,1 Petaling,Kuala Lumpur - Sungai Besi,Condominium,3,1,2,904 sq.ft.,Partially Furnished,Kuala Lumpur,1100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9905,9905,Mentari Condominium,Kuala Lumpur - Cheras,Condominium,3,1,2,1025 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9906,9906,Damansara Foresta,Kuala Lumpur - Sri Damansara,Condominium,4,0,3,1441 sq.ft.,Partially Furnished,Kuala Lumpur,1900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9907,9907,Bam Villa,Kuala Lumpur - Cheras,Condominium,3,1,2,1109 sq.ft.,Fully Furnished,Kuala Lumpur,1500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9908,9908,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,Kuala Lumpur - Bukit Jalil,Apartment,4,1,2,1400 sq.ft.,Not Furnished,Kuala Lumpur,1300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9909,9909,Villa Angsana,Kuala Lumpur - Jalan Ipoh,Condominium,3,1,2,1323 sq.ft.,Fully Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9910,9910,Saville Residence,Kuala Lumpur - Old Klang Road,Condominium,3,0,3,1300 sq.ft.,Fully Furnished,Kuala Lumpur,3200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9911,9911,The Ridge @ KL East,Kuala Lumpur - Ampang,Condominium,2,2,2,850 sq.ft.,Fully Furnished,Kuala Lumpur,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9912,9912,Seksyen 2 Wangsa Maju Flat Block D,Kuala Lumpur - Wangsa Maju,Flat,3,0,2,700 sq.ft.,Partially Furnished,Kuala Lumpur,950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9913,9913,Sky Meridien,Kuala Lumpur - Sentul,Condominium,4,2,2,1250 sq.ft.,Fully Furnished,Kuala Lumpur,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9914,9914,Desa Tun Razak,Kuala Lumpur - Cheras,Apartment,2,0,1,650 sq.ft.,Partially Furnished,Kuala Lumpur,700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9915,9915,Sky Meridien,Kuala Lumpur - Sentul,Condominium,1,1,1,600 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,9916,Villa Crystal,Kuala Lumpur - Segambut,Condominium,3,2,2,1155 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9917,9917,Delima J Apartment,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,996 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,9918,unknown,Kuala Lumpur - Jalan Ipoh,Condominium,3,2,2,978 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9919,9919,Bam Villa,Kuala Lumpur - Cheras,Condominium,3,1,2,1109 sq.ft.,Fully Furnished,Kuala Lumpur,1650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9920,9920,Seasons Garden Residences @ Wangsa Maju,Kuala Lumpur - Wangsa Maju,Service Residence,3,1,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9921,9921,Desaku 3,Kuala Lumpur - Ampang,Condominium,3,1,2,1000 sq.ft.,Partially Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9922,9922,Residensi Pandanmas 2,Kuala Lumpur - Desa Pandan,Apartment,3,0,2,900 sq.ft.,Not Furnished,Kuala Lumpur,1250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9923,9923,Damansara Foresta,Kuala Lumpur - Sri Damansara,Condominium,4,2,3,1610 sq.ft.,Partially Furnished,Kuala Lumpur,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9924,9924,Sri Pelangi (Jalan Genting Kelang),Kuala Lumpur - Setapak,Condominium,3,1,2,935 sq.ft.,Fully Furnished,Kuala Lumpur,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9925,9925,The Holmes,Kuala Lumpur - Cheras,Condominium,3,2,2,1050 sq.ft.,Partially Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,9926,"SkyAwani 3 Residence, Setapak",Kuala Lumpur - Setapak,Condominium,3,1,2,800 sq.ft.,Partially Furnished,Kuala Lumpur,1380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9927,9927,The Elements,Kuala Lumpur - Ampang,Condominium,1,1,1,705 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9928,9928,United Point Residence @ North Kiara,Kuala Lumpur - Kepong,Service Residence,3,2,2,990 sq.ft.,Partially Furnished,Kuala Lumpur,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9929,9929,Taman Kepong Indah Flat,Kuala Lumpur - Kepong,Flat,3,0,2,650 sq.ft.,Partially Furnished,Kuala Lumpur,750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9930,9930,Mercu Summer Suites @ Kuala Lumpur,Kuala Lumpur - KL City,Service Residence,1,0,1,485 sq.ft.,Fully Furnished,Kuala Lumpur,1900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9931,9931,villa ampang,Kuala Lumpur - Ampang Hilir,Condominium,2,1,2,930 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9932,9932,The Reach @ Titiwangsa,Kuala Lumpur - Setapak,Condominium,3,2,3,1477 sq.ft.,Partially Furnished,Kuala Lumpur,2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9933,9933,Majestic Maxim,Kuala Lumpur - Cheras,Service Residence,3,0,2,819 sq.ft.,Partially Furnished,Kuala Lumpur,1850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9934,9934,PV18 Residence,Kuala Lumpur - Setapak,Condominium,4,2,3,1300 sq.ft.,Fully Furnished,Kuala Lumpur,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9935,9935,The Lumayan Apartment,Kuala Lumpur - Cheras,Apartment,3,0,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9936,9936,Desa Cindaimas,Kuala Lumpur - Old Klang Road,Condominium,4,0,3,1385 sq.ft.,Fully Furnished,Kuala Lumpur,1690,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9937,9937,Cendana Apartment,Kuala Lumpur - Cheras,Apartment,3,0,2,700 sq.ft.,Partially Furnished,Kuala Lumpur,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9938,9938,3 Residen,Kuala Lumpur - Taman Melawati,Condominium,3,2,2,1000 sq.ft.,Fully Furnished,Kuala Lumpur,2200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9939,9939,The Hipster @ Taman Desa,Kuala Lumpur - Taman Desa,Condominium,3,2,2,950 sq.ft.,Fully Furnished,Kuala Lumpur,2400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9940,9940,Residensi Pandanmas 2,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900 sq.ft.,Partially Furnished,Kuala Lumpur,1350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9941,9941,The Park Sky Residence @ Bukit Jalil City,Kuala Lumpur - Bukit Jalil,Service Residence,3,2,2,1061 sq.ft.,Fully Furnished,Kuala Lumpur,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9942,9942,Parc 3,Kuala Lumpur - Cheras,Condominium,1,0,1,1100 sq.ft.,Fully Furnished,Kuala Lumpur,950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9943,9943,Eco Sky,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2,2,1087 sq.ft.,Fully Furnished,Kuala Lumpur,2480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9944,9944,Sri Sabah Apartment,Kuala Lumpur - Cheras,Apartment,2,0,1,600 sq.ft.,Partially Furnished,Kuala Lumpur,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,9945,Pangsapuri Cemara (Cheras),Kuala Lumpur - Cheras,Apartment,3,1,2,750 sq.ft.,Partially Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9946,9946,Vue Residences,Kuala Lumpur - Titiwangsa,Apartment,2,0,1,737 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9947,9947,One Maxim,Kuala Lumpur - Sentul,Service Residence,3,1,2,820 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9948,9948,Madu Mas Apartment,Kuala Lumpur - Setapak,Apartment,4,0,2,1400 sq.ft.,Not Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9949,9949,Lexa Residence @ The Quartz WM,Kuala Lumpur - Wangsa Maju,Service Residence,3,1,2,816 sq.ft.,Partially Furnished,Kuala Lumpur,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9950,9950,Sky Awani Residensi,Kuala Lumpur - Sentul,Condominium,3,2,2,800 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,9951,Ascenda Residences @ SkyArena Setapak,Kuala Lumpur - Setapak,Condominium,3,2,2,908 sq.ft.,Partially Furnished,Kuala Lumpur,1399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9952,9952,The Hipster @ Taman Desa,Kuala Lumpur - Taman Desa,Condominium,3,2,2,950 sq.ft.,Partially Furnished,Kuala Lumpur,1550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9953,9953,Sentul Point Suite Apartment,Kuala Lumpur - Sentul,Apartment,3,1,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9954,9954,The Centrina,Kuala Lumpur - Sungai Besi,Service Residence,3,2,2,1121 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9955,9955,KL Traders Square,Kuala Lumpur - Setapak,Condominium,3,2,2,850 sq.ft.,Fully Furnished,Kuala Lumpur,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9956,9956,The Capers,Kuala Lumpur - Sentul,Service Residence,2,1,2,750 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9957,9957,Inspirasi Mont Kiara,Kuala Lumpur - Mont Kiara,Condominium,3,0,2,940 sq.ft.,Fully Furnished,Kuala Lumpur,3450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9958,9958,Residensi Pandanmas 2,Kuala Lumpur - Desa Pandan,Condominium,3,1,2,900 sq.ft.,Fully Furnished,Kuala Lumpur,1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9959,9959,Seri Cendekia,Kuala Lumpur - Cheras,Condominium,3,1,2,968 sq.ft.,Fully Furnished,Kuala Lumpur,1300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9960,9960,Desa Cindaimas,Kuala Lumpur - Old Klang Road,Condominium,4,2,3,1385 sq.ft.,Fully Furnished,Kuala Lumpur,1700,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9961,9961,Residensi Desa Satumas,Kuala Lumpur - Taman Desa,Condominium,3,1,2,850 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9962,9962,The Hamstead,Kuala Lumpur - Cheras,Condominium,3,2,2,1003 sq.ft.,Partially Furnished,Kuala Lumpur,1350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9963,9963,Platinum Teratai Residence,Kuala Lumpur - Setapak,Condominium,3,2,2,928 sq.ft.,Partially Furnished,Kuala Lumpur,1450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9964,9964,The Capers,Kuala Lumpur - Sentul,Service Residence,3,0,4,1580 sq.ft.,Fully Furnished,Kuala Lumpur,3900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9965,9965,The Hamstead,Kuala Lumpur - Cheras,Condominium,3,2,2,1003 sq.ft.,Partially Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9966,9966,Dorchester,Kuala Lumpur - Sri Hartamas,Service Residence,1,0,1,450 sq.ft.,Fully Furnished,Kuala Lumpur,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9967,9967,Rivercity Condominium,Kuala Lumpur - Jalan Ipoh,Condominium,3,1,2,1200 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9968,9968,Hijau Ria Kepong Indah,Kuala Lumpur - Kepong,Condominium,3,1,2,950 sq.ft.,Partially Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9969,9969,PPA1M Metropolitan Kepong,Kuala Lumpur - Kepong,Condominium,5,2,2,1500 sq.ft.,Fully Furnished,Kuala Lumpur,1600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9970,9970,Kiara Residence,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,Kuala Lumpur,2100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9971,9971,Unio Residence,Kuala Lumpur - Kepong,Apartment,2,2,2,872 sq.ft.,Fully Furnished,Kuala Lumpur,2100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9972,9972,Residensi Platinum OUG,Kuala Lumpur - KL Sentral,Service Residence,4,1,2,182 sq.ft.,Partially Furnished,Kuala Lumpur,750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9973,9973,Rafflesia Sentul Condominium,Kuala Lumpur - Sentul,Condominium,3,0,2,1011 sq.ft.,Partially Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9974,9974,Pangsapuri Desa Tenaga,Kuala Lumpur - Old Klang Road,Apartment,3,0,2,750 sq.ft.,Partially Furnished,Kuala Lumpur,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9975,9975,The Mark,Kuala Lumpur - Cheras,Condominium,2,2,2,900 sq.ft.,Fully Furnished,Kuala Lumpur,1988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9976,9976,D'Sands Residence,Kuala Lumpur - Old Klang Road,Service Residence,3,1,2,1100 sq.ft.,Fully Furnished,Kuala Lumpur,2100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9977,9977,Residensi Jalilmas,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,800 sq.ft.,Not Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9978,9978,38 Bidara,Kuala Lumpur - KLCC,Condominium,2,0,2,700 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9979,9979,Danau Idaman,Kuala Lumpur - Taman Desa,Condominium,3,1,2,938 sq.ft.,Partially Furnished,Kuala Lumpur,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9980,9980,The Mark,Kuala Lumpur - Cheras,Condominium,1,2,1,600 sq.ft.,Fully Furnished,Kuala Lumpur,1488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9981,9981,Endah Regal,Kuala Lumpur - Sri Petaling,Condominium,3,0,2,1200 sq.ft.,Fully Furnished,Kuala Lumpur,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9982,9982,Shamelin Bestari,Kuala Lumpur - Pandan Jaya,Condominium,3,1,2,1060 sq.ft.,Not Furnished,Kuala Lumpur,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9983,9983,Pertiwi Indah,Kuala Lumpur - Cheras,Condominium,3,1,2,1098 sq.ft.,Fully Furnished,Kuala Lumpur,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9984,9984,Mentari Condominium,Kuala Lumpur - Cheras,Condominium,3,1,2,1050 sq.ft.,Fully Furnished,Kuala Lumpur,1500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9985,9985,Residensi Rampai II,Kuala Lumpur - Setapak,Condominium,4,2,2,1000 sq.ft.,Not Furnished,Kuala Lumpur,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9986,9986,Sentul Village Mercury Service Apartment,Kuala Lumpur - Sentul,Service Residence,3,1,2,900 sq.ft.,Not Furnished,Kuala Lumpur,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9987,9987,Teratak Muhibbah,Kuala Lumpur - Taman Desa,Apartment,3,0,2,657 sq.ft.,Fully Furnished,Kuala Lumpur,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9988,9988,The Holmes 2,Kuala Lumpur - Cheras,Condominium,3,2,2,1000 sq.ft.,Partially Furnished,Kuala Lumpur,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9989,9989,Faber Heights,Kuala Lumpur - Taman Desa,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,Kuala Lumpur,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
